image_id,ceramic_type,units,where_made,manufacturer_artist,date_earliest,date_latest,saz_count,carnation_count,tulip_count,use_for_motif_classification,use_for_segmentation,segmented,where_held,museum_no,source,page,imagedim1,imagedim2,imagesize,comments
iVA65,,,Syria_Damascus,NA,1550,1600,,,,0,0,0,VA_London,no_681-1897,,,NA,NA,NA,
iVA66,,,Syria_Damascus,NA,1600,1600,,,,0,0,0,VA_London,no_C.1987-1910,web,http://collections.vam.ac.uk/item/O340339/dish-unknown/,NA,NA,NA,
iVA67,plate,,Syria_Damascus,NA,1650,1700,,,,0,0,0,VA_London,no_189-1892,web,http://collections.vam.ac.uk/item/O223879/dish-unknown/,NA,NA,NA,
LOU05,tile,1,Syria_Damascus,NA,NA,NA,4,1,0,0,0,0,Louvre_Paris,no_AD27749,web,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=35827&langue=fr,768,768,589824,
LOU06,tile,1,Syria_Damascus,NA,NA,NA,0,0,4,0,0,0,Louvre_Paris,"no_MAO12,MAO13",web,http://cartelen.louvre.fr/cartelen/visite?srv=car_not_frame&idNotice=35826&langue=fr,406,410,166460,
MK15,tile,1,Syria_Damascus,NA,NA,NA,4,1,1,0,0,0,MFIK_Berlin ,no_I.6917,web,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=1524690&viewType=detailView,420,522,219240,
AM08,tile,1,Syria_Damascus or Turkey_Iznik,NA,NA,NA,0,1,2,0,0,0,Ashmolean_Oxford,no_EAX.3397,web,http://jameelcentre.ashmolean.org/collection/8/sort_by/date/sort_order/asc/per_page/25/offset/0/object/20652,659,705,464595,nothing like it in Millner; same as AM08
BM33,tile,1,Syria_Damascus or Turkey_Iznik,NA,NA,NA,4,1,2,0,0,0,BM_London,"no_1887,0617.25",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=218087&partId=1&school=8148&page=2,513,512,262656,nothing like it in Millner; same as BM33
BM44,tile,1,Syria_Damascus or Turkey_Iznik,NA,NA,NA,0,2,6,0,0,0,BM_London,"no_1887,1004.2",web,http://www.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=235943&partId=1&school=8148&page=3,559,557,311363,not in Millner
KOC02,ink pot,1,Syria_Damascus or Turkey_Iznik,NA,NA,NA,0,0,5,0,0,0,NA,no_SHM3900,Bilgi et al. 2015,p.108,1853,1701,3151953,
MK14,vase,1,Syria_Damascus or Turkey_Iznik,NA,NA,NA,0,0,5,0,0,0,MFIK_Berlin ,no_1884869,web,http://www.smb-digital.de/eMuseumPlus?service=ExternalInterface&module=collection&objectId=1520728&viewType=detailView,800,890,712000,
iNMS1,plate,,Turkey_Isfahan,NA,1898,1898,2,0,0,0,0,0,NM_Scotland,no_A.1899.29,web,https://www.nms.ac.uk/explore-our-collections/collection-search-results/?item_id=320944,NA,NA,NA,                                                                                                                                                                                                                                                                                                                                                                                                                                                                    23:0923:0923:0923:0923:09
iNMS2,plate,,Turkey_Isfahan,NA,1898,1898,4,0,2,0,0,0,NM_Scotland,no_A.1899.30,web,https://www.nms.ac.uk/explore-our-collections/collection-search-results/?item_id=320945,NA,NA,NA,a Turkish repro of a Damascus plate
BM66,tile,1,Turkey_Iznik,NA,NA,NA,0,0,0,0,1,1,BM_London,"no_1895,0603.148",web,,,,,
GULB01,plate,1,Turkey_Iznik,NA,NA,NA,0,0,4,0,1,1,Gulbenkian_Lisbon,no_H17,Rebeiro et al. 2013,p 40 Iznik Pottery Calouste Gulbenkian Collection ,3021,3014,9105294,
GULB02,plate,1,Turkey_Iznik,NA,NA,NA,4,0,17,0,1,1,Gulbenkian_Lisbon,no_818,Rebeiro et al. 2013,p.41,2822,2896,8172512,
GULB03,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,Gulbenkian_Lisbon,no_806,Rebeiro et al. 2013,p.42,630,630,396900,
GULB04,plate,1,Turkey_Iznik,NA,NA,NA,0,0,3,0,1,1,Gulbenkian_Lisbon,no_844,Rebeiro et al. 2013,p.46,1568,1536,2408448,
GULB05,plate,1,Turkey_Iznik,NA,NA,NA,0,0,14,0,1,1,Gulbenkian_Lisbon,no_773,Rebeiro et al. 2013,p.47,2965,3023,8963195,
GULB06,plate,1,Turkey_Iznik,NA,NA,NA,13,0,2,0,1,1,Gulbenkian_Lisbon,no_824,Rebeiro et al. 2013,p.61,2756,2891,7967596,
GULB07,plate,1,Turkey_Iznik,NA,NA,NA,33,1,2,0,1,1,Gulbenkian_Lisbon,no_854,Rebeiro et al. 2013,p.68,3021,2848,8603808,
GULB08,jug,1,Turkey_Iznik,NA,NA,NA,2,3,1,0,1,1,Gulbenkian_Lisbon,no_2074,Rebeiro et al. 2013,p.69,2280,2802,6388560,
GULB09,plate,1,Turkey_Iznik,NA,NA,NA,0,0,7,0,1,1,Gulbenkian_Lisbon,no_2243,Rebeiro et al. 2013,p.88,1536,1538,2362368,
GULB10,plate,1,Turkey_Iznik,NA,NA,NA,0,0,12,0,1,1,Gulbenkian_Lisbon,no_2245,Rebeiro et al. 2013,p.89,3320,3023,10036360,
GULB11,plate,1,Turkey_Iznik,NA,NA,NA,20,2,24,0,1,1,Gulbenkian_Lisbon,no_811,Rebeiro et al. 2013,p.97,2492,2531,6307252,
GULB13,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,Gulbenkian_Lisbon,no_2250,Rebeiro et al. 2013,p.99,2722,2744,7469168,
GULB14_1,tile,1,Turkey_Iznik,NA,NA,NA,4,4,4,0,1,1,Gulbenkian_Lisbon,no_1709,Rebeiro et al. 2013,p.104/119,723,914,660822,
GULB14_2,tile,1,Turkey_Iznik,NA,NA,NA,4,4,4,0,1,1,Gulbenkian_Lisbon,no_1709,Rebeiro et al. 2013,p.104/119,683,936,639288,
GULB15,tile,1,Turkey_Iznik,NA,NA,NA,10,0,2,0,1,1,Gulbenkian_Lisbon,no_1641,Rebeiro et al. 2013,p.113,1974,2407,4751418,
GULB16,tile,1,Turkey_Iznik,NA,NA,NA,1,0,3,0,1,1,Gulbenkian_Lisbon,no_1688,Rebeiro et al. 2013,p.117,2782,3091,8599162,
GULB17,tile,1,Turkey_Iznik,NA,NA,NA,1,1,2,0,1,1,Gulbenkian_Lisbon,no_1709,Rebeiro et al. 2013,p.119,2214,2178,4822092,
GULB18,tile,1,Turkey_Iznik,NA,NA,NA,8,3,2,0,1,1,Gulbenkian_Lisbon,no_1668,Rebeiro et al. 2013,p.126,2683,2702,7249466,
GULB19_0,panel,8,Turkey_Iznik,NA,NA,NA,5,0,6,0,1,1,Gulbenkian_Lisbon,no_111,Rebeiro et al. 2013,p.130,702,1463,1027026,
GULB19_1,tile,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,Gulbenkian_Lisbon,NA,,,365,356,129940,
GULB19_2,tile,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,Gulbenkian_Lisbon,NA,,,383,374,143242,
GULB19_3,tile,1,Turkey_Iznik,NA,NA,NA,7,0,1,0,1,1,Gulbenkian_Lisbon,NA,,,372,369,137268,
GULB19_4,tile,1,Turkey_Iznik,NA,NA,NA,4,0,0,0,1,1,Gulbenkian_Lisbon,NA,,,304,350,106400,
GULB19_5,tile,1,Turkey_Iznik,NA,NA,NA,1,0,0,0,1,1,Gulbenkian_Lisbon,NA,,,361,356,128516,
GULB19_6,tile,1,Turkey_Iznik,NA,NA,NA,3,0,1,0,1,1,Gulbenkian_Lisbon,NA,,,370,354,130980,
GULB20,tankard,1,Turkey_Iznik,NA,NA,NA,NA,NA,NA,0,1,1,Gulbenkian_Lisbon,NA,Melanie Gibson,,,,,
IPOT01,plate,1,Turkey_Iznik,NA,NA,NA,0,0,64,0,1,1,VA_London,no_185-1892,Atasoy et al. 2008,fig.321,3080,3034,9344720,
IPOT02,plate,1,Turkey_Iznik,NA,NA,NA,22,2,28,0,1,1,BM_London,no_90.6-21.1,Atasoy et al. 2008,fig.325,3026,3134,9483484,
IPOT03,plate,1,Turkey_Iznik,NA,NA,NA,19,2,28,0,1,1,BM_London,no_78.12-30.523,Atasoy et al. 2008,fig.326,3276,3066,10044216,
IPOT04,jug,1,Turkey_Iznik,NA,NA,NA,13,14,4,0,1,1,CG_Lisbon,no_811,Atasoy et al. 2008,fig.327,3276,3066,10044216,
IPOT05,plate,1,Turkey_Iznik,NA,NA,NA,0,0,18,0,1,1,JS_Paris,NA,Atasoy et al. 2008,fig.331,3298,3348,11041704,
IPOT06,plate,1,Turkey_Iznik,NA,NA,NA,10,0,0,0,1,1,OM_Vienna,no_OR 788,Atasoy et al. 2008,fig.339,3864,3887,15019368,
IPOT07,plate,1,Turkey_Iznik,NA,NA,NA,2,3,3,0,1,1,VA_London,no_C.1995/1910,Atasoy et al. 2008,fig.343,3629,3606,13086174,
IPOT08,jug,1,Turkey_Iznik,NA,NA,NA,0,0,5,0,1,1,Ashmolean_Oxford,no_x.3272,Atasoy et al. 2008,fig.348,2769,3692,10223148,
IPOT09,plate,1,Turkey_Iznik,NA,NA,NA,10,0,2,0,1,1,Louvre_Paris,no_MAO385,Atasoy et al. 2008,fig.351,3995,4039,16135805,
IPOT10,plate,1,Turkey_Iznik,NA,NA,NA,21,0,2,0,1,1,VA_London,no_C.1986-1910,Atasoy et al. 2008,fig.359,3659,3865,14142035,
IPOT11,plate,1,Turkey_Iznik,NA,NA,NA,6,0,4,0,1,1,BM_London,no_G.1983.21,Atasoy et al. 2008,fig.360,6000,4000,24000000,
IPOT12,plate,1,Turkey_Iznik,NA,NA,NA,8,0,2,0,1,1,Ashmolean_Oxford,no_x.3277,Atasoy et al. 2008,fig.361,3175,3121,9909175,
IPOT13,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,Louvre_Paris,no_6643,Atasoy et al. 2008,fig.363,3836,3924,15052464,
IPOT14,basin,1,Turkey_Iznik,NA,NA,NA,2,0,37,0,1,1,VA_London,no_C.1991-1910,Atasoy et al. 2008,fig.366,3762,2035,7655670,
IPOT16,plate,1,Turkey_Iznik,NA,NA,NA,10,0,4,0,1,1,CG_Lisbon,no_2239,Atasoy et al. 2008,fig.368,3882,3876,15046632,
IPOT17,plate,1,Turkey_Iznik,NA,NA,NA,0,0,5,0,1,1,VA_London,no_C.1982-1910,Atasoy et al. 2008,fig.369,4000,3949,15796000,
IPOT18,plate,1,Turkey_Iznik,NA,NA,NA,1,0,16,0,1,1,Met_NY,no_17.120.19,Atasoy et al. 2008,fig.672,6000,4000,24000000,
IPOT19,plate,1,Turkey_Iznik,NA,NA,NA,18,0,2,0,1,1,MR_Ecouen,no_Cl. 8548,Atasoy et al. 2008,fig.673,3842,5313,20412546,
IPOT20,candlestick,1,Turkey_Iznik,NA,NA,NA,0,0,9,0,1,1,Ashmolean_Oxford,no_x.3276,Atasoy et al. 2008,fig.674,3096,1714,5306544,
IPOT21,plate,1,Turkey_Iznik,NA,NA,NA,0,0,15,0,1,1,Ashmolean_Oxford,no_Cl.276,Atasoy et al. 2008,fig.676,6000,4000,24000000,
IPOT22,plate,1,Turkey_Iznik,NA,NA,NA,0,3,1,0,1,1,BM_London,no_78.12-30.493,Atasoy et al. 2008,fig.684,3144,3236,10173984,
IPOT23,plate,1,Turkey_Iznik,NA,NA,NA,0,0,24,0,1,1,MR_Ecouen,no_Cl.8217,Atasoy et al. 2008,fig.685,3294,3633,11967102,
IPOT24,plate,1,Turkey_Iznik,NA,NA,NA,0,9,6,0,1,1,HC_Kuwait,no_I/285,Atasoy et al. 2008,fig.692,3755,3561,13371555,
IPOT25,tankard,1,Turkey_Iznik,NA,NA,NA,0,7,0,0,1,1,HC_Kuwait,no_I/585,Atasoy et al. 2008,fig.693,6000,4000,24000000,
IPOT26,plate,1,Turkey_Iznik,NA,NA,NA,0,11,10,0,1,1,MR_Ecouen,no_Cl.8178,Atasoy et al. 2008,fig.694,4000,6000,24000000,
IPOT27,plate,1,Turkey_Iznik,NA,NA,NA,4,0,4,0,1,1,Mathey_Malibu,NA,Atasoy et al. 2008,fig.698,6000,4000,24000000,
IPOT28,plate,1,Turkey_Iznik,NA,NA,NA,12,0,2,0,1,1,CG_Lisbon,no_824,Atasoy et al. 2008,fig.701,6000,4000,24000000,
IPOT29,plate,1,Turkey_Iznik,NA,NA,NA,2,0,2,0,1,1,Brusch_Genoa,NA,Atasoy et al. 2008,fig.702,4497,3839,17263983,
IPOT30,vase,1,Turkey_Iznik,NA,NA,NA,1,4,2,0,1,1,VA_London,no_232.1876,Atasoy et al. 2008,fig.703,6000,4000,24000000,
IPOT31,tankard,1,Turkey_Iznik,NA,NA,NA,0,0,8,0,1,1,CG_Lisbon,no_777,Atasoy et al. 2008,fig.705,2420,3553,8598260,
IPOT32,vase,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,BM_London,no_Fb.is.1,Atasoy et al. 2008,fig.729,5213,2173,11327849,
IPOT33,plate,1,Turkey_Iznik,NA,NA,NA,5,0,3,0,1,1,Brusch_Genoa,NA,Atasoy et al. 2008,fig.730,6000,4000,24000000,
IPOT34,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,CG_Lisbon,no_2250,Atasoy et al. 2008,fig.735,3180,2985,9492300,
IPOT35,plate,1,Turkey_Iznik,NA,NA,NA,6,0,2,0,1,1,CG_Lisbon,no_787,Atasoy et al. 2008,fig.746,2760,2860,7893600,
IPOT36,plate,1,Turkey_Iznik,NA,NA,NA,6,0,2,0,1,1,BM_London,no_Fb.is.4,Atasoy et al. 2008,fig.747,3171,3256,10324776,
IPOT37,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,CG_Lisbon,no_798,Atasoy et al. 2008,fig.748,3261,3352,10930872,
IPOT38,plate,1,Turkey_Iznik,NA,NA,NA,0,1,2,0,1,1,Magdalene_Oxford,NA,Atasoy et al. 2008,fig.781,6000,4000,24000000,
IPOT39,plate,1,Turkey_Iznik,NA,NA,NA,3,0,4,0,1,1,Private_Paris,NA,Atasoy et al. 2008,fig.782,3926,4295,16862170,
KOC01,plate,1,Turkey_Iznik,NA,NA,NA,0,6,7,0,1,1,NA,NA,Bilgi et al. 2015,p.65,3021,3605,10890705,
KOC03,plate,1,Turkey_Iznik,NA,NA,NA,0,13,2,0,1,1,NA,no_SHM17308,Bilgi et al. 2015,p.112,2252,2460,5539920,
KOC04,plate,1,Turkey_Iznik,NA,NA,NA,3,7,7,0,1,1,NA,no_SHM3886,Bilgi et al. 2015,p.113,1988,2031,4037628,
KOC05,plate,1,Turkey_Iznik,NA,NA,NA,0,0,0,0,1,0,NA,NA,Bilgi et al. 2015,p.114,NA,NA,NA,
KOC06,plate,1,Turkey_Iznik,NA,NA,NA,1,5,9,0,1,1,NA,no_SHM9293,Bilgi et al. 2015,p.115,2302,2342,5391284,
KOC07,tankard,1,Turkey_Iznik,NA,NA,NA,2,4,1,0,1,1,NA,no_SHM9302,Bilgi et al. 2015,p.116,1475,2105,3104875,
KOC08,tankard,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,NA,no_SHM12007,Bilgi et al. 2015,p.117,2153,2673,5754969,
KOC09,plate,1,Turkey_Iznik,NA,NA,NA,8,8,30,0,1,1,NA,no_SHM3889,Bilgi et al. 2015,p.118,2237,2563,5733431,
KOC10_1,spandrel,1,Turkey_Iznik,NA,NA,NA,4,0,2,0,1,1,NA,no_SHM4181,Bilgi et al. 2015,p.120,992,2690,2668480,
KOC10_2,spandrel,1,Turkey_Iznik,NA,NA,NA,4,0,2,0,1,1,NA,no_SHM4181,Bilgi et al. 2015,p.120,853,2751,2346603,
KOC11,tile,1,Turkey_Iznik,NA,NA,NA,4,1,3,0,1,1,NA,no_SHM4216,Bilgi et al. 2015,p.122,2413,2915,7033895,
KOC12,tile,1,Turkey_Iznik,NA,NA,NA,0,6,5,0,1,1,NA,NA,Bilgi et al. 2015,p.124,1618,2255,3648590,
KOC13,tile,1,Turkey_Iznik,NA,NA,NA,0,0,4,0,1,1,NA,NA,Bilgi et al. 2015,p.125,1710,3024,5171040,
KOC14,tile,1,Turkey_Iznik,NA,NA,NA,0,0,5,0,1,1,NA,no_SHM4184,Bilgi et al. 2015,p.126,2020,2422,4892440,
KOC15,jar,1,Turkey_Iznik,NA,NA,NA,3,0,7,0,1,1,NA,no_SHM12383,Bilgi et al. 2015,p.127,1536,1980,3041280,
KOC16,plate,1,Turkey_Iznik,NA,NA,NA,0,0,4,0,1,1,NA,NA,Bilgi et al. 2015,p.131,1859,1907,3545113,
KOC17,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,NA,NA,Bilgi et al. 2015,p. 132,2186,2148,4695528,
KOC18,tile,1,Turkey_Iznik,NA,NA,NA,0,2,6,0,1,1,NA,no_SHM17582,Bilgi et al. 2015,p.136,2314,2273,5259722,
KOC19,panel,1.5,Turkey_Iznik,NA,NA,NA,4,0,2,0,1,1,NA,no_SHM3900,Bilgi et al. 2015,p.150,2041,1471,3002311,
KOC20,tile,1,Turkey_Iznik,NA,NA,NA,4,0,2,0,1,1,NA,NA,Bilgi et al. 2015,p.163,2048,922,1888256,
KOC21,tile,1,Turkey_Iznik,NA,NA,NA,5,0,2,0,1,1,NA,NA,Bilgi et al. 2015,p.171,2053,2226,4569978,
KOC22,tile,1,Turkey_Iznik,NA,NA,NA,2,0,2,0,1,1,NA,no_SHM14096,Bilgi et al. 2015,p.172,2624,1405,3686720,
KOC23,tile,1,Turkey_Iznik,NA,NA,NA,4,0,4,0,1,1,NA,NA,Bilgi et al. 2015,p.185,2549,1669,4254281,
KOC24,tile,1,Turkey_Iznik,NA,NA,NA,2,0,3,0,1,1,NA,NA,Bilgi et al. 2015,p.206,2175,2450,5328750,
KOC25,plate,1,Turkey_Iznik,NA,NA,NA,2,0,2,0,1,1,NA,NA,Bilgi et al. 2015,p.208,1594,1536,2448384,
KOC26,tile,1,Turkey_Iznik,NA,NA,NA,4,3,2,0,1,1,NA,NA,Bilgi et al. 2015,p.221,2832,2714,7686048,
KOC27,tile,1,Turkey_Iznik,NA,NA,NA,2,1,3,0,1,1,NA,NA,Bilgi et al. 2015,p.222,2493,2434,6067962,
KOC28,tile,1,Turkey_Iznik,NA,NA,NA,0,1,4,0,1,1,NA,NA,Bilgi et al. 2015,p.224,2262,2158,4881396,
KOC29,plate,1,Turkey_Iznik,NA,NA,NA,0,0,1,0,1,1,NA,NA,Bilgi et al. 2015,p.237,2235,2294,5127090,
KOC30,plate,1,Turkey_Iznik,NA,NA,NA,2,0,2,0,1,1,NA,no_SHM9295,Bilgi et al. 2015,p.241,1250,1200,1500000,
KOC31,plate,1,Turkey_Iznik,NA,NA,NA,2,0,2,0,1,1,NA,NA,Bilgi et al. 2015,p.243,2496,2510,6264960,
KOC32,plate,1,Turkey_Iznik,NA,NA,NA,8,0,2,0,1,1,NA,NA,Bilgi et al. 2015,p.244,2420,2414,5841880,
KOC33,plate,1,Turkey_Iznik,NA,NA,NA,4,2,28,0,1,1,NA,no_SHM15305,Bilgi et al. 2015,p.245,2371,2295,5441445,
KOC34,plate,1,Turkey_Iznik,NA,NA,NA,2,0,4,0,1,1,NA,NA,Bilgi et al. 2015,p.246,2453,2391,5865123,
KOC35,plate,1,Turkey_Iznik,NA,NA,NA,8,2,2,0,1,1,NA,NA,Bilgi et al. 2015,p.247,1200,1207,1448400,
KOC36,plate,1,Turkey_Iznik,NA,NA,NA,2,0,1,0,1,1,NA,NA,Bilgi et al. 2015,p.248,2567,2554,6556118,
KOC37,tankard,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,NA,no_SHM3892,Bilgi et al. 2015,p.250,2101,2703,5679003,
KOC38,plate,1,Turkey_Iznik,NA,NA,NA,2,0,1,0,1,1,NA,NA,Bilgi et al. 2015,p.251,2302,2328,5359056,
KOC39,plate,1,Turkey_Iznik,NA,NA,NA,5,0,2,0,1,1,NA,NA,Bilgi et al. 2015,p.252,2551,2699,6885149,
KOC40,plate,1,Turkey_Iznik,NA,NA,NA,1,0,4,0,1,1,NA,NA,Bilgi et al. 2015,p.253,1200,1203,1443600,
KOC41,plate,1,Turkey_Iznik,NA,NA,NA,1,1,3,0,1,1,NA,NA,Bilgi et al. 2015,p.254,2778,2729,7581162,
KOC42,plate,1,Turkey_Iznik,NA,NA,NA,2,0,2,0,1,1,NA,NA,Bilgi et al. 2015,p.255,2585,2623,6780455,
KOC43,plate,1,Turkey_Iznik,NA,NA,NA,1,3,3,0,1,1,NA,NA,Bilgi et al. 2015,p.257,2664,2587,6891768,
KOC44,plate,1,Turkey_Iznik,NA,NA,NA,2,1,2,0,1,1,NA,NA,Bilgi et al. 2015,p.258,3161,2838,8970918,
KOC45,plate,1,Turkey_Iznik,NA,NA,NA,1,0,3,0,1,1,NA,NA,Bilgi et al. 2015,p.260,1266,1200,1519200,
KOC46,jug,1,Turkey_Iznik,NA,NA,NA,4,0,2,0,1,1,NA,NA,Bilgi et al. 2015,p.262,1961,2671,5237831,
KOC47,tankard,1,Turkey_Iznik,NA,NA,NA,2,0,1,0,1,1,NA,NA,Bilgi et al. 2015,p.264,1866,2577,4808682,
KOC48,tankard,1,Turkey_Iznik,NA,NA,NA,2,0,1,0,1,1,NA,NA,Bilgi et al. 2015,p.265,1933,2746,5308018,
KOC49,plate,1,Turkey_Iznik,NA,NA,NA,1,0,24,0,1,1,NA,NA,Bilgi et al. 2015,p.267,2586,2599,6721014,
KOC50,plate,1,Turkey_Iznik,NA,NA,NA,0,2,4,0,1,1,NA,no_SHM3943,Bilgi et al. 2015,p.269,1317,1200,1580400,
KOC51,plate,1,Turkey_Iznik,NA,NA,NA,0,0,30,0,1,1,NA,NA,Bilgi et al. 2015,p.270,3240,2919,9457560,
KOC52,plate,1,Turkey_Iznik,NA,NA,NA,0,1,4,0,1,1,NA,NA,Bilgi et al. 2015,p.271,3001,2754,8264754,
KOC53,plate,1,Turkey_Iznik,NA,NA,NA,0,6,4,0,1,1,NA,NA,Bilgi et al. 2015,p.272,2507,2551,6395357,
KOC54,plate,1,Turkey_Iznik,NA,NA,NA,1,1,19,0,1,1,NA,NA,Bilgi et al. 2015,p.274,2567,2539,6517613,
KOC55,plate,1,Turkey_Iznik,NA,NA,NA,0,4,22,0,1,1,NA,NA,Bilgi et al. 2015,p.275,2670,2752,7347840,
KOC57,vase,1,Turkey_Iznik,NA,NA,NA,0,10,9,0,1,1,NA,no_SHM15288,Bilgi et al. 2015,p.278,1530,2360,3610800,
KOC58,plate,1,Turkey_Iznik,NA,NA,NA,0,6,12,0,1,1,NA,no_SHM10609,Bilgi et al. 2015,p.279,2613,2700,7055100,
KOC59,plate,1,Turkey_Iznik,NA,NA,NA,0,0,4,0,1,1,NA,NA,Bilgi et al. 2015,p.280,2805,3023,8479515,
KOC60,plate,1,Turkey_Iznik,NA,NA,NA,0,0,16,0,1,1,NA,NA,Bilgi et al. 2015,p.282,1238,1200,1485600,
KOC61,jug,1,Turkey_Iznik,NA,NA,NA,0,0,16,0,1,1,NA,no_SHM9056,Bilgi et al. 2015,p.283,2284,3023,6904532,
KOC62,jug,1,Turkey_Iznik,NA,NA,NA,0,0,7,0,1,1,NA,NA,Bilgi et al. 2015,p.284,1974,3023,5967402,
KOC64,plate,1,Turkey_Iznik,NA,NA,NA,0,0,22,0,1,1,NA,NA,Bilgi et al. 2015,p.387,2621,2717,7121257,
KOC65,plate,1,Turkey_Iznik,NA,NA,NA,10,0,6,0,1,1,NA,no_SHM17309,Bilgi et al. 2015,p.396,1266,1200,1519200,
KOC67,plate,1,Turkey_Iznik,NA,NA,NA,0,0,8,0,1,1,NA,NA,Bilgi et al. 2015,p.408,2441,2422,5912102,
KOC69,plate,1,Turkey_Iznik,NA,NA,NA,0,0,28,0,1,1,NA,NA,Bilgi et al. 2015,p.412,2685,2899,7783815,
KOC70,tankard,1,Turkey_Iznik,NA,NA,NA,0,1,2,0,1,1,NA,NA,Bilgi et al. 2015,p.414,1080,1600,1728000,
KOC74,plate,1,Turkey_Iznik,NA,NA,NA,8,0,5,0,1,1,NA,NA,Bilgi et al. 2015,p.423,2624,2694,7069056,
KOC75,plate,1,Turkey_Iznik,NA,NA,NA,2,0,3,0,1,1,NA,NA,Bilgi et al. 2015,p.425,1216,1200,1459200,
KOC76,plate,1,Turkey_Iznik,NA,NA,NA,0,0,1,0,1,1,NA,NA,Bilgi et al. 2015,p.449,2901,2878,8349078,
KOC78,plate,1,Turkey_Iznik,NA,NA,NA,0,2,1,0,1,1,NA,NA,Bilgi et al. 2015,p.475,2672,2582,6899104,
KOC79,plate,1,Turkey_Iznik,NA,NA,NA,0,0,3,0,1,1,NA,NA,Bilgi et al. 2015,p.476,2832,2767,7836144,
KOC80,plate,1,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,1,NA,NA,Bilgi et al. 2015,p.477,1200,1249,1498800,
KOC82,plate,1,Turkey_Iznik,NA,NA,NA,0,0,7,0,1,1,NA,NA,Bilgi et al. 2015,p.481,2697,3023,8153031,
KOC83,plate,1,Turkey_Iznik,NA,NA,NA,0,0,4,0,1,1,NA,NA,Bilgi et al. 2015,p.482,2750,2875,7906250,
LACMA01,tile,1,Turkey_Iznik,NA,NA,NA,0,3,6,0,1,1,LACMA_LA,no_M.2000.31,web,https://collections.lacma.org/node/198922,3724,3467,12911108,
LTH01,tile,,Turkey_Iznik,NA,NA,NA,0,1,2,0,1,0,Leighton_House,,photograph,,,,,provenance - have to check whether they are all Iznik?
LTH02,panel,,Turkey_Iznik,NA,NA,NA,0,2,1,0,1,0,Leighton_House,,photograph,,,,,
LTH03,panel,,Turkey_Iznik,NA,NA,NA,0,28,8,0,1,0,Leighton_House,,photograph,,,,,
LTH03_1,tile,,Turkey_Iznik,NA,NA,NA,0,7,2,0,1,0,Leighton_House,,photograph,,,,,
LTH04,tile,,Turkey_Iznik,NA,NA,NA,4,0,2,0,1,0,Leighton_House,,photograph,,,,,
LTH05,panel,,Turkey_Iznik,NA,NA,NA,7,0,8,0,1,0,Leighton_House,,photograph,,,,,
LTH05_1,tile,,Turkey_Iznik,NA,NA,NA,2,0,2,0,1,0,Leighton_House,,photograph,,,,,
LTH06,plate,,Turkey_Iznik,NA,NA,NA,0,0,3,0,1,0,Leighton_House,,photograph,,,,,
LTH07,plate,,Turkey_Iznik,NA,NA,NA,0,0,2,0,1,0,Leighton_House,,photograph,,,,,
LTH08,plate,,Turkey_Iznik,NA,NA,NA,1,0,3,0,1,0,Leighton_House,,photograph,,,,,
LTH09,plate,,Turkey_Iznik,NA,NA,NA,6,0,0,0,1,0,Leighton_House,,photograph,,,,,
LTH10,plate,,Turkey_Iznik,NA,NA,NA,12,3,2,0,1,0,Leighton_House,,photograph,,,,,
LTH11,plate,,Turkey_Iznik,NA,NA,NA,0,0,4,0,1,0,Leighton_House,,photograph,,,,,
LTH12,plate,,Turkey_Iznik,NA,NA,NA,2,0,2,0,1,0,Leighton_House,,photograph,,,,,
LTH13,jug,,Turkey_Iznik,NA,NA,NA,1,0,1,0,1,0,Leighton_House,,photograph,,,,,
LTH14,plate,,Turkey_Iznik,NA,NA,NA,0,0,6,0,1,0,Leighton_House,,photograph,,,,,
LTH15,plate,,Turkey_Iznik,NA,NA,NA,0,0,6,0,1,0,Leighton_House,,photograph,,,,,
LTH16,plate,,Turkey_Iznik,NA,NA,NA,0,1,6,0,1,0,Leighton_House,,photograph,,,,,
LTH17,plate,,Turkey_Iznik,NA,NA,NA,18,0,0,0,1,0,Leighton_House,,photograph,,,,,
TLCM01,plate,1,Turkey_Iznik,NA,NA,NA,1,1,2,0,1,1,NA,no_Vu 2909,Brozkova et al.  2003,p.34,3510,4683,16437330,
